"year","duration","years","track","artist"
"1980","2.94","Years 1980-1989","It's Still Rock And Roll To Me","Billy Joel"
"1980","3.98","Years 1980-1989","I Can't Hold Back","Survivor"
"1980","4.24","Years 1980-1989","We Don't Talk Anymore","Cliff Richard"
"1980","4.19","Years 1980-1989","Sweetheart","Franke & The Knockouts"
"1980","3.5","Years 1980-1989","You Got It","Roy Orbison"
"1980","3.52","Years 1980-1989","(You Gotta) Fight For Your Right (To Party!)","Beastie Boys"
"1980","4.23","Years 1980-1989","Love Is Forever","Billy Ocean"
"1980","4.94","Years 1980-1989","Don't Let It End","Styx"
"1980","4.61","Years 1980-1989","So Emotional","Whitney Houston"
"1980","4.74","Years 1980-1989","Who's Zoomin' Who","Aretha Franklin"
"1980","3.34","Years 1980-1989","Truly","Lionel Richie"
"1980","4.21","Years 1980-1989","You Send Me","The Manhattans"
"1980","4.2","Years 1980-1989","Don't Answer Me","The Alan Parsons Project"
"1980","4.53","Years 1980-1989","Round & Round","New Order"
"1980","4","Years 1980-1989","Divided Hearts","Kim Carnes"
"1980","4.17","Years 1980-1989","The Best","Tina Turner"
"1980","3.93","Years 1980-1989","Get That Love","Thompson Twins"
"1980","4.26","Years 1980-1989","Love Me In A Special Way","Debarge"
"1980","4.07","Years 1980-1989","Nowhere To Run","Santana"
"1980","3.53","Years 1980-1989","Could It Be Love","Jennifer Warnes"
"1980","3.34","Years 1980-1989","Eat It","""""""Weird Al"""" Yankovic"""
"1980","5.31","Years 1980-1989","Night Moves","Marilyn Martin"
"1980","4.21","Years 1980-1989","Watching Over You","Glenn Medeiros"
"1980","3.84","Years 1980-1989","Weapons Of Love","The Truth"
"1980","2.97","Years 1980-1989","Stranger","Stephen Stills"
"1980","4.14","Years 1980-1989","Don't Forget Me (When I'm Gone)","Glass Tiger"
"1980","4.32","Years 1980-1989","Real Love","The Doobie Brothers"
"1980","4.7","Years 1980-1989","Just One More Time","The Headpins"
"1980","4.76","Years 1980-1989","I Could Be Good For You","707"
"1980","5.99","Years 1980-1989","Cold Blooded","Rick James"
"1980","4.06","Years 1980-1989","Don't Make Me Over","Sybil"
"1980","4.65","Years 1980-1989","Notorious","Loverboy"
"1980","3.08","Years 1980-1989","Seven Bridges Road","Eagles"
"1980","4.71","Years 1980-1989","Hot For Teacher","Van Halen"
"1980","9.06","Years 1980-1989","The Glamorous Life","Sheila E."
"1980","7.28","Years 1980-1989","Bad Times","Tavares"
"1980","4.71","Years 1980-1989","Can't Put A Price On Love","The Knack"
"1980","4.28","Years 1980-1989","What Love Is","Marty Balin"
"1980","4.3","Years 1980-1989","Smooth Criminal","Michael Jackson"
"1980","5.15","Years 1980-1989","Walking On The Chinese Wall","Philip Bailey"
"1980","4.7","Years 1980-1989","Runner","Manfred Mann's Earth Band"
"1980","3.64","Years 1980-1989","Voo Doo","Rachel Sweet"
"1980","4.13","Years 1980-1989","Kiss You (When It's Dangerous)","Eight Seconds"
"1980","4.39","Years 1980-1989","What's Too Much","Smokey Robinson"
"1980","4.19","Years 1980-1989","Treasure","The Brothers Johnson"
"1980","3.98","Years 1980-1989","Hungry","Winger"
"1980","5.2","Years 1980-1989","Land Of La La","Stevie Wonder"
"1980","4.23","Years 1980-1989","The War Song","Culture Club"
"1980","5","Years 1980-1989","She's On The Left","Jeffrey Osborne"
"1980","3.61","Years 1980-1989","The Fanatic","Felony"
"1980","5.09","Years 1980-1989","Some Like It Hot","The Power Station"
"1980","3.45","Years 1980-1989","Over You","Roxy Music"
"1980","3.76","Years 1980-1989","Listen Like Thieves","INXS"
"1980","4.23","Years 1980-1989","Treat Her Like A Lady","The Temptations"
"1980","4.6","Years 1980-1989","Keep The Fire","Kenny Loggins"
"1980","3.98","Years 1980-1989","Hot Girls In Love","Loverboy"
"1980","3.63","Years 1980-1989","TUSK","Fleetwood Mac"
"1980","4.59","Years 1980-1989","Street Corner","Ashford & Simpson"
"1980","7.33","Years 1980-1989","Talking Out Of Turn","The Moody Blues"
"1980","4.57","Years 1980-1989","My Guy/My Girl","Amii Stewart & Johnny Bristol"
"1980","3.84","Years 1980-1989","I Wanna Go Back","Billy Satellite"
"1980","3.97","Years 1980-1989","Nite And Day","Al B. Sure!"
"1980","3.7","Years 1980-1989","Boy From New York City","The Manhattan Transfer"
"1980","3.12","Years 1980-1989","Love And Rock And Roll","Greg Kihn"
"1980","4.2","Years 1980-1989","I Just Can't Stop Loving You","Michael Jackson With Siedah Garrett"
"1980","4.79","Years 1980-1989","Little Jackie Wants To Be A Star","Lisa Lisa And Cult Jam"
"1980","3.8","Years 1980-1989","U Got The Look","Prince"
"1980","3.67","Years 1980-1989","I Loved 'em Every One","T.G. Sheppard"
"1980","3.51","Years 1980-1989","Like A Surgeon","""""""Weird Al"""" Yankovic"""
"1980","5.02","Years 1980-1989","Nightbird","Stevie Nicks"
"1980","3.96","Years 1980-1989","Mountains","Prince And The Revolution"
"1980","4.1","Years 1980-1989","Someone That I Used To Love","Natalie Cole"
"1980","4.48","Years 1980-1989","Hold Tight","Change"
"1980","5.43","Years 1980-1989","Black And Blue","Van Halen"
"1980","6.27","Years 1980-1989","Holding On","Steve Winwood"
"1980","4.24","Years 1980-1989","These Dreams","Heart"
"1980","3.5","Years 1980-1989","It Ain't Enough","Corey Hart"
"1980","5.04","Years 1980-1989","Freedom","Wham!"
"1980","3.77","Years 1980-1989","Rain On The Scarecrow","John Mellencamp"
"1980","5.9","Years 1980-1989","I Get Off On It","Tony Joe White"
"1980","4.72","Years 1980-1989","Close My Eyes Forever","Lita Ford (Duet With Ozzy Osbourne)"
"1980","3.46","Years 1980-1989","In Your Room","The Bangles"
"1980","3.64","Years 1980-1989","Breakaway","Big Pig"
"1980","3.99","Years 1980-1989","Can't We Try","Dan Hill (Duet With Vonda Shepard)"
"1980","3.64","Years 1980-1989","You Make My Dreams","Daryl Hall John Oates"
"1980","4.83","Years 1980-1989","""On Our Own (From """"Ghostbusters II"""")""","Bobby Brown"
"1980","3.18","Years 1980-1989","Angel Say No","Tommy Tutone"
"1980","3.92","Years 1980-1989","Heart And Soul","The Monkees"
"1980","3.93","Years 1980-1989","Midnight Blue","Lou Gramm"
"1980","4.17","Years 1980-1989","Talk To Me","Stevie Nicks"
"1980","4.25","Years 1980-1989","How Do You Keep The Music Playing","James Ingram And Patti Austin"
"1980","7.32","Years 1980-1989","Something In My House","Dead Or Alive"
"1980","6.15","Years 1980-1989","Weird Science","Oingo Boingo"
"1980","3.57","Years 1980-1989","Ain't Nothin' Goin' On But The Rent","Gwen Guthrie"
"1980","3.41","Years 1980-1989","Walk Like An Egyptian","The Bangles"
"1980","4.53","Years 1980-1989","The Closer You Get","Alabama"
"1980","4.58","Years 1980-1989","Rooms On Fire","Stevie Nicks"
"1980","3.41","Years 1980-1989","Love That Got Away","Firefall"
"1980","4.5","Years 1980-1989","Another Night","Aretha Franklin"
"1980","4.16","Years 1980-1989","Stand By Me","Maurice White"
"1980","4.36","Years 1980-1989","Tears Run Rings","Marc Almond"
"1980","4.51","Years 1980-1989","The Edge Of Heaven","Wham!"
"1980","3.74","Years 1980-1989","Time (Clock Of The Heart)","Culture Club"
"1980","4.47","Years 1980-1989","Tasty Love","Freddie Jackson"
"1980","3.9","Years 1980-1989","Dancing With The Mountains","John Denver"
"1980","3.95","Years 1980-1989","Lady Down On Love","Alabama"
"1980","4.07","Years 1980-1989","Remember (Walking In The Sand)","Aerosmith"
"1980","4.14","Years 1980-1989","I Can't Stand It","Eric Clapton And His Band"
"1980","3.06","Years 1980-1989","I'm Still Standing","Elton John"
"1980","3.73","Years 1980-1989","Anyone Can See","Irene Cara"
"1980","4.38","Years 1980-1989","Kiss and Tell","""Isley, Jasper, Isley"""
"1980","3.84","Years 1980-1989","Smuggler's Blues","Glenn Frey"
"1980","5.62","Years 1980-1989","Der Kommissar","After The Fire"
"1980","8.09","Years 1980-1989","777-9311","The Time"
"1980","4.12","Years 1980-1989","I Can't Help It","Andy Gibb & Olivia Newton-John"
"1980","4.26","Years 1980-1989","Heart Hotels","Dan Fogelberg"
"1980","4.33","Years 1980-1989","Lawyers In Love","Jackson Browne"
"1980","3.73","Years 1980-1989","Crazy","Kenny Rogers"
"1980","3.52","Years 1980-1989","Your Love Is Driving Me Crazy","Sammy Hagar"
"1980","3.19","Years 1980-1989","Misunderstanding","Genesis"
"1980","2.6","Years 1980-1989","Since I Don't Have You","Don McLean"
"1980","3.15","Years 1980-1989","Fool That I Am","Rita Coolidge"
"1980","4.17","Years 1980-1989","Dreamin'","Will To Power"
"1980","5.79","Years 1980-1989","Cool It Now","New Edition"
"1980","4.61","Years 1980-1989","Dr. Heckyll & Mr. Jive","Men At Work"
"1980","3.25","Years 1980-1989","""Theme From """"Greatest American Hero"""" (Believe It or Not)""","Joey Scarbury"
"1980","4.08","Years 1980-1989","Club Michelle","Eddie Money"
"1980","4.23","Years 1980-1989","Lost In Love","New Edition"
"1980","3.62","Years 1980-1989","I Will Follow","U2"
"1980","3.76","Years 1980-1989","Beast Of Burden","Bette Midler"
"1980","5.96","Years 1980-1989","Silly","Deniece Williams"
"1980","4","Years 1980-1989","She Loves My Car","Ronnie Milsap"
"1980","7.08","Years 1980-1989","Seasons Of Gold","Gidea Park featuring Adrian Baker"
"1980","3.92","Years 1980-1989","Candy Girl","New Edition"
"1980","4.28","Years 1980-1989","Frankie","Sister Sledge"
"1980","3.55","Years 1980-1989","Take Another Picture","Quarterflash"
"1980","4.08","Years 1980-1989","My Love","Lionel Richie"
"1980","3.41","Years 1980-1989","Harlem Shuffle","The Rolling Stones"
"1980","3.19","Years 1980-1989","Love The World Away","Kenny Rogers"
"1980","4.91","Years 1980-1989","The Winner Takes It All","ABBA"
"1980","4.24","Years 1980-1989","The Legend Of Wooley Swamp","The Charlie Daniels Band"
"1980","3.96","Years 1980-1989","I Won't Stand In Your Way","Stray Cats"
"1980","4.66","Years 1980-1989","Yah Mo B There","James Ingram With Michael McDonald"
"1980","4.13","Years 1980-1989","Spanish Eddie","Laura Branigan"
"1980","3.22","Years 1980-1989","Under The Gun","Poco"
"1980","4.51","Years 1980-1989","I'll Always Love You","Taylor Dayne"
"1980","4.04","Years 1980-1989","Sleeping Bag","ZZ Top"
"1980","4.23","Years 1980-1989","On The Loose","Saga"
"1980","2.35","Years 1980-1989","War Games","""Crosby, Stills & Nash"""
"1980","3.54","Years 1980-1989","Close Enough To Perfect","Alabama"
"1980","3.9","Years 1980-1989","Tender Love","Force M.D.'s"
"1980","3.87","Years 1980-1989","People Are People","Depeche Mode"
"1980","4.08","Years 1980-1989","Dancing In The Sheets","Shalamar"
"1980","7.29","Years 1980-1989","Stereotomy","The Alan Parsons Project"
"1980","3.92","Years 1980-1989","No More Words","Berlin"
"1980","3.44","Years 1980-1989","Guitar Man","Elvis Presley"
"1980","2.97","Years 1980-1989","Better Things","The Kinks"
"1980","3.98","Years 1980-1989","How Do I Survive","Amy Holland"
"1980","4.22","Years 1980-1989","Heart And Soul","Huey Lewis & The News"
"1980","3.7","Years 1980-1989","No Promises","Icehouse"
"1980","3.4","Years 1980-1989","""The Future's So Bright, I Gotta Wear Shades""","Timbuk 3"
"1970","3.64","Years 1970-1979","Gotta Find A Way","The Moments"
"1970","4.2","Years 1970-1979","Jane","Jefferson Starship"
"1970","4.8","Years 1970-1979","The Americans (A Canadian's Opinion)","Tex Ritter"
"1970","3.45","Years 1970-1979","Check It Out","Tavares"
"1970","3.54","Years 1970-1979","The Last Thing On My Mind","Neil Diamond"
"1970","5.64","Years 1970-1979","Boogie Oogie Oogie","A Taste Of Honey"
"1970","3.3","Years 1970-1979","Look-Ka Py Py","The Meters"
"1970","3.16","Years 1970-1979","We're Free","Beverly Bremers"
"1970","3.02","Years 1970-1979","Thunder And Lightning","Chi Coltrane"
"1970","3.62","Years 1970-1979","What Goes Up (Must Come Down)","Tyrone Davis"
"1970","3.31","Years 1970-1979","You're In Good Hands","Jermaine Jackson"
"1970","2.87","Years 1970-1979","This Will Be","Natalie Cole"
"1970","4.92","Years 1970-1979","Black Dog","Led Zeppelin"
"1970","2.59","Years 1970-1979","All I Ever Need Is You","Sonny & Cher"
"1970","4.48","Years 1970-1979","You've Got A Friend","James Taylor"
"1970","3.08","Years 1970-1979","Bless You","Martha Reeves & The Vandellas"
"1970","4.28","Years 1970-1979","Oye Como Va","Santana"
"1970","4.21","Years 1970-1979","Sometimes When We Touch","Dan Hill"
"1970","6.43","Years 1970-1979","Song On The Radio","Al Stewart"
"1970","2.81","Years 1970-1979","Sweet Feeling","Candi Staton"
"1970","2.86","Years 1970-1979","Amber Cascades","America"
"1970","4.74","Years 1970-1979","Fool If You Think It's Over","Chris Rea"
"1970","4.78","Years 1970-1979","Take It To The Limit","Eagles"
"1970","2.97","Years 1970-1979","Bringing It Back","Elvis Presley"
"1970","3.32","Years 1970-1979","Let Me Be Your Lovemaker","Betty Wright"
"1970","3.33","Years 1970-1979","Sail Around The World","David Gates"
"1970","7.51","Years 1970-1979","Highway Song","Blackfoot"
"1970","3.01","Years 1970-1979","Eighteen","Alice Cooper"
"1970","4.6","Years 1970-1979","Shadow Dancing","Andy Gibb"
"1970","4.67","Years 1970-1979","""Never, Never Gonna Give Ya Up""","Barry White"
"1970","4.76","Years 1970-1979","Alive","Bee Gees"
"1970","4.7","Years 1970-1979","Get It Right Next Time","Gerry Rafferty"
"1970","4","Years 1970-1979","We've Only Just Begun","Carpenters"
"1970","6.06","Years 1970-1979","Scratch","The Crusaders"
"1970","3.76","Years 1970-1979","Baby I've Been Missing You","The Independents"
"1970","3.45","Years 1970-1979","Satisfaction","Smokey Robinson & The Miracles"
"1970","2.76","Years 1970-1979","Your Smiling Face","James Taylor"
"1970","4.01","Years 1970-1979","Follow You Follow Me","Genesis"
"1970","2.65","Years 1970-1979","Let Me Back In","Tyrone Davis"
"1970","3.74","Years 1970-1979","California Nights","Sweet"
"1970","3.27","Years 1970-1979","""Oh, Babe, What Would You Say?""","Hurricane Smith"
"1970","3.45","Years 1970-1979","Master Of Eyes (The Deepness Of Your Eyes)","Aretha Franklin"
"1970","3.88","Years 1970-1979","I Won't Last A Day Without You","Carpenters"
"1970","5.04","Years 1970-1979","Hollywood Nights","Bob Seger & The Silver Bullet Band"
"1970","3.44","Years 1970-1979","Only You Know And I Know","Delaney & Bonnie"
"1970","3.56","Years 1970-1979","Whole Lotta Love","C.C.S."
"1970","4.39","Years 1970-1979","Fancy Dancer","Commodores"
"1970","3.28","Years 1970-1979","There Ain't No Way","Lobo"
"1970","3.2","Years 1970-1979","I Can't Hold On","Karla Bonoff"
"1970","4.15","Years 1970-1979","There But For The Grace Of God Go I","Machine"
"1970","3.36","Years 1970-1979","Capture Your Heart","Blue"
"1970","3.03","Years 1970-1979","I've Had Enough","Wings"
"1970","5.99","Years 1970-1979","Philadelphia","B.B. King"
"1970","2.27","Years 1970-1979","Peggy Sue","The Beach Boys"
"1970","4.89","Years 1970-1979","Crazy On You","Heart"
"1970","3.82","Years 1970-1979","Wonderland","Commodores"
"1970","3.59","Years 1970-1979","America","Simon & Garfunkel"
"1970","4.09","Years 1970-1979","Four Strong Winds","Neil Young"
"1970","4.89","Years 1970-1979","Let's Do It Again","The Staple Singers"
"1970","3.76","Years 1970-1979","Making A Good Thing Better","Olivia Newton-John"
"1970","3.39","Years 1970-1979","Without You In My Life","Tyrone Davis"
"1970","2.56","Years 1970-1979","Everything's The Same (Ain't Nothing Changed)","Billy Swan"
"1970","3.73","Years 1970-1979","Hard Rock Cafe","Carole King"
"1970","7.46","Years 1970-1979","Wang Dang Doodle","The Pointer Sisters"
"1970","4.36","Years 1970-1979","Can't Get It Out Of My Head","Electric Light Orchestra"
"1970","3.56","Years 1970-1979","Midnight Flower","Four Tops"
"1970","3.14","Years 1970-1979","Wigwam","Bob Dylan"
"1970","6.21","Years 1970-1979","Candy's Going Bad","Golden Earring"
"1970","4.87","Years 1970-1979","Do It To My Mind","Johnny Bristol"
"1970","3.25","Years 1970-1979","Just A Little Bit Of You","Michael Jackson"
"1970","2.91","Years 1970-1979","Emotion","Helen Reddy"
"1970","3.08","Years 1970-1979","Church","Bob Welch"
"1970","3.75","Years 1970-1979","We Are Neighbors","The Chi-lites"
"1970","3.55","Years 1970-1979","Sexy","MFSB"
"1970","3.16","Years 1970-1979","Don't Let It End ('til You Let It Begin)","The Miracles"
"1970","3.88","Years 1970-1979","Teenage Lament '74","Alice Cooper"
"1970","3.1","Years 1970-1979","Speak Softly Love","Al Martino"
"1970","2.76","Years 1970-1979","Kick It Out","Heart"
"1970","3.43","Years 1970-1979","We're Gonna Have A Good Time","Rare Earth"
"1970","2.55","Years 1970-1979","That's The Way I Want Our Love","Joe Simon"
"1970","2.43","Years 1970-1979","Like An Open Door","The Fuzz"
"1970","2.55","Years 1970-1979","Sparkle And Shine","The Clique"
"1970","2.52","Years 1970-1979","Popcorn","Hot Butter"
"1970","4.05","Years 1970-1979","Sleepwalker","The Kinks"
"1970","3.6","Years 1970-1979","Son Of Sagittarius","Eddie Kendricks"
"1970","3.53","Years 1970-1979","I'm Sorry","John Denver"
"1970","2.94","Years 1970-1979","Montego Bay","Bobby Bloom"
"1970","3.26","Years 1970-1979","Beginning To Feel The Pain","Mac Davis"
"1970","3.6","Years 1970-1979","Cinderella","Firefall"
"1970","6.99","Years 1970-1979","Papa Was A Rollin' Stone","The Temptations"
"1970","3.06","Years 1970-1979","Dream Me Home","Mac Davis"
"1970","5.07","Years 1970-1979","I'm Every Woman","Chaka Khan"
"1970","2.52","Years 1970-1979","It's Only Make Believe","Glen Campbell"
"1970","2.12","Years 1970-1979","You'll Never Get To Heaven (If You Break My Heart)","The Stylistics"
"1970","4.37","Years 1970-1979","Better Days","Melissa Manchester"
"1970","4.43","Years 1970-1979","Pillow Talk","Sylvia (r&b)"
"1970","3.03","Years 1970-1979","Don't Stop It Now","Hot Chocolate"
"1970","4.15","Years 1970-1979","She's Not There","Santana"
"1960","2.89","Years 1960-1969","Jealous Kind Of Fella","Garland Green"
"1960","2.67","Years 1960-1969","Happy Days","Marv Johnson"
"1960","2.62","Years 1960-1969","I Can Hear Music","The Beach Boys"
"1960","3.46","Years 1960-1969","Ride Away","Roy Orbison"
"1960","3.21","Years 1960-1969","P.T. 109","Jimmy Dean"
"1960","2.82","Years 1960-1969","Bye Bye Baby","Mary Wells"
"1960","2.87","Years 1960-1969","My Empty Arms","Jackie Wilson"
"1960","2.43","Years 1960-1969","Let The Good Times Roll","Shirley & Lee"
"1960","3.63","Years 1960-1969","I'm Here To Get My Baby Out Of Jail","The Everly Brothers"
"1960","3.09","Years 1960-1969","""Yester-Me, Yester-You, Yesterday""","Stevie Wonder"
"1960","2.55","Years 1960-1969","Mother-In-Law","Ernie K-Doe"
"1960","2.64","Years 1960-1969","Keep On Trying","Bobby Vee"
"1960","2.19","Years 1960-1969","Can't Buy Me Love","The Beatles"
"1960","2.92","Years 1960-1969","Just Be Sincere","Jackie Wilson"
"1960","3.71","Years 1960-1969","Come Rain Or Come Shine","Ray Charles"
"1960","2.85","Years 1960-1969","I Idolize You","Ike & Tina Turner"
"1960","2.45","Years 1960-1969","See You In September","The Happenings"
"1960","2.56","Years 1960-1969","Where Did Our Love Go","The Supremes"
"1960","2.97","Years 1960-1969","Hip City - Pt. 2","Jr. Walker & The All Stars"
"1960","2.96","Years 1960-1969","How Sweet It Is To Be Loved By You","Marvin Gaye"
"1960","3.11","Years 1960-1969","For Once In My Life","Tony Bennett"
"1960","2.41","Years 1960-1969","For What It's Worth","The Staple Singers"
"1960","2.24","Years 1960-1969","Is It Really Over?","Jim Reeves"
"1960","3.02","Years 1960-1969","Baby You're A Rich Man","The Beatles"
"1960","2.62","Years 1960-1969","""Happy Birthday, Sweet Sixteen""","Neil Sedaka"
"1960","2.32","Years 1960-1969","The Lone Teen Ranger","Jerry Landis"
"1960","2.64","Years 1960-1969","Running Bear","Johnny Preston"
"1960","3.23","Years 1960-1969","""Sad, Sad Girl""","Barbara Mason"
"1960","3.12","Years 1960-1969","Amor","Ben E. King"
"1960","2.42","Years 1960-1969","Some Things You Never Get Used To","Diana Ross & The Supremes"
"1960","2.6","Years 1960-1969","There'll Come A Time","Betty Everett"
"1960","2.28","Years 1960-1969","The Rains Came","Sir Douglas Quintet"
"1960","2.31","Years 1960-1969","The Loop","Johnny Lytle"
"1960","2.7","Years 1960-1969","Jingle Jangle","The Archies"
"1960","3.09","Years 1960-1969","Blue Autumn","Bobby Goldsboro"
"1960","2.6","Years 1960-1969","Tell Him","The Exciters"
"1960","2.15","Years 1960-1969","Out Of Limits","The Marketts"
"1960","1.88","Years 1960-1969","The Letter","The Box Tops"
"1960","2.89","Years 1960-1969","Just A Little Bit Better","Herman's Hermits"
"1960","2.17","Years 1960-1969","People Are Strange","The Doors"
"1960","2.07","Years 1960-1969","Let It Out (Let It All Hang Out)","The Hombres"
"1960","2.64","Years 1960-1969","Bold Soul Sister","Ike & Tina Turner"
"1960","3.2","Years 1960-1969","Leader Of The Laundromat","The Detergents"
"1960","2.42","Years 1960-1969","Ain't That Just Like Me","The Searchers"
"1960","2.54","Years 1960-1969","Searching For My Love","Bobby Moore & The Rhythm Aces"
"1960","2.67","Years 1960-1969","""Past, Present And Future""","The Shangri-Las"
"1960","5.04","Years 1960-1969","Atlantis","Donovan"
"1960","3.48","Years 1960-1969","My Song","Aretha Franklin"
"1960","4.32","Years 1960-1969","Julia","Ramsey Lewis"
"1960","2.51","Years 1960-1969","I Do","The Marvelows"
"1960","3.56","Years 1960-1969","Just Out Of Reach (Of My Two Empty Arms)","Percy Sledge"
"1960","2.26","Years 1960-1969","You Mean The World To Me","David Houston"
"1960","2.33","Years 1960-1969","Alabam","Cowboy Copas"
"1960","2.44","Years 1960-1969","Tossing & Turning","The Ivy League"
"1960","2.48","Years 1960-1969","""Hickory, Dick And Doc""","Bobby Vee"
"1960","2.35","Years 1960-1969","Strange I Know","The Marvelettes"
"1960","2.71","Years 1960-1969","Cara-Lin","The Strangeloves"
"1960","2.96","Years 1960-1969","Nothing But Heartaches","The Supremes"
"1960","2.21","Years 1960-1969","""God, Country And My Baby""","Johnny Burnette"
"1960","4.12","Years 1960-1969","Na Na Hey Hey Kiss Him Goodbye","Steam"
"1960","2.5","Years 1960-1969","Psycho","Bobby Hendricks"
"1960","2.23","Years 1960-1969","C'est Si Bon (It's So Good)","Conway Twitty"
"1960","2.35","Years 1960-1969","She Loves You","The Beatles"
"1960","2.78","Years 1960-1969","I Don't Know Why","Stevie Wonder"
"1960","2.72","Years 1960-1969","I Love You Because","Al Martino"
"1960","2.55","Years 1960-1969","Ecstasy","Ben E. King"
"1960","2.49","Years 1960-1969","Can You Jerk Like Me","The Contours"
"1960","2.94","Years 1960-1969","Angel","Johnny Tillotson"
"1960","2.66","Years 1960-1969","Alfie","Cilla Black"
"1960","2.49","Years 1960-1969","Big Boy Pete","The Olympics"
"1960","2.04","Years 1960-1969","Who'll Be The Next In Line","The Kinks"
"1960","2.7","Years 1960-1969","Burning Bridges","Jack Scott"
"1960","3.22","Years 1960-1969","Here In My Heart","Al Martino"
"1960","2.44","Years 1960-1969","You Didn't Have To Be So Nice","The Lovin' Spoonful"
"1960","2.15","Years 1960-1969","Without You","Johnny Tillotson"
"1960","2.72","Years 1960-1969","Half Heaven - Half Heartache","Gene Pitney"
"1960","2.6","Years 1960-1969","Sweet Dreams (Of You)","Patsy Cline"
"1960","2.21","Years 1960-1969","I Can Make It With You","Pozo Seco Singers"
"1960","3.13","Years 1960-1969","Mustang Sally","Wilson Pickett"
"1960","2.71","Years 1960-1969","Batman Theme","The Marketts"
"1960","2.29","Years 1960-1969","Let's Twist Again","Chubby Checker"
"1960","3.43","Years 1960-1969","Just A Little Bit","Blue Cheer"
"1960","2.39","Years 1960-1969","Forever","The Little Dippers"
"1960","2.46","Years 1960-1969","Heart In Hand","Brenda Lee"
"1960","3.53","Years 1960-1969","Brother Love's Travelling Salvation Show","Neil Diamond"
"1960","2.62","Years 1960-1969","I'll Hold Out My Hand","The Clique"
"1960","3.11","Years 1960-1969","What The World Needs Now Is Love","Jackie DeShannon"
"1960","2.39","Years 1960-1969","Petticoat White (Summer Sky Blue)","Bobby Vinton"
"1960","1.98","Years 1960-1969","Lullaby Of The Leaves","The Ventures"
"1960","4.64","Years 1960-1969","T'ain't Nothin' To Me","The Coasters"
"1960","2.36","Years 1960-1969","I Can't Stop Dancing","Archie Bell & The Drells"
"1960","3.46","Years 1960-1969","Baby It's You","Smith"
"1960","2.26","Years 1960-1969","Worry","Johnny Tillotson"
"1960","2.15","Years 1960-1969","Feel So Fine","Johnny Preston"
"1960","2.96","Years 1960-1969","I've Gotta Get A Message To You","Bee Gees"
"1960","2.7","Years 1960-1969","You Never Can Tell","Chuck Berry"
"1960","2.8","Years 1960-1969","Oh Yeah","The Shadows Of Knight"
"1960","3.35","Years 1960-1969","(The Lament Of The Cherokee) Indian Reservation","Don Fardon"
"1960","2.62","Years 1960-1969","Haunted House","Jumpin' Gene Simmons"
"1960","2.53","Years 1960-1969","Get Me To The World On Time","The Electric Prunes"
"1960","2.81","Years 1960-1969","Only Those In Love","Baby Washington"
"1960","2.46","Years 1960-1969","Spanish Lace","Gene McDaniels"
"1960","2.51","Years 1960-1969","Good Lovin'","The Olympics"
"1960","2.5","Years 1960-1969","Let's Lock The Door (And Throw Away The Key)","Jay & The Americans"
"1960","3.13","Years 1960-1969","Maria Elena","Los Indios Tabajaras"
"1960","1.83","Years 1960-1969","The Touchables In Brooklyn","Dickie Goodman"
"1960","2.3","Years 1960-1969","Bobby's Girl","Marcie Blane"
"1960","2.41","Years 1960-1969","Rainbow","Gene Chandler"
"1960","2.61","Years 1960-1969","Sunny","Neil Sedaka"
"1960","2.81","Years 1960-1969","Remember The Rain","Bob Lind"
"1960","2.84","Years 1960-1969","Cry Baby Cry","The Angels"
"1960","3.12","Years 1960-1969","Summer Samba (So Nice)","Walter Wanderley"
"1960","2.84","Years 1960-1969","What Now","Gene Chandler"
"1960","2.59","Years 1960-1969","Keep On Pushing","The Impressions"
"1960","2.79","Years 1960-1969","Please Let Me Wonder","The Beach Boys"
"1960","2.67","Years 1960-1969","Teenage Sonata","Sam Cooke"
"1960","3.16","Years 1960-1969","Hurt By Love","Inez Foxx"
"1960","6.62","Years 1960-1969","Rock Me Baby","B.B. King"
"1960","3.21","Years 1960-1969","The Young Folks","Diana Ross & The Supremes"
"1960","3.13","Years 1960-1969","Ebony Eyes","The Everly Brothers"
"1960","2.37","Years 1960-1969","I Guess I'm Crazy","Jim Reeves"
"1960","3.28","Years 1960-1969","Don't Bring Me Down","The Animals"
"1960","3.36","Years 1960-1969","Warm And Tender Love","Percy Sledge"
"1960","2.71","Years 1960-1969","Pictures Of Lily","The Who"
"1960","2.47","Years 1960-1969","If I'm A Fool For Loving You","Bobby Wood"
"1960","2.62","Years 1960-1969","She Cried","Jay & The Americans"
"1960","2.69","Years 1960-1969","The Happy Song (Dum-Dum)","Otis Redding"
"1960","3.42","Years 1960-1969","Revolution","The Beatles"
"1960","3.45","Years 1960-1969","Not Enough Indians","Dean Martin"
"1960","2.4","Years 1960-1969","Please Return Your Love To Me","The Temptations"
"1960","2.82","Years 1960-1969","Funny How Time Slips Away","Jimmy Elledge"
"1960","2.2","Years 1960-1969","I Count The Tears","The Drifters"
"1960","2.63","Years 1960-1969","Something Good (Is Going To Happen To You)","Carla Thomas"
"1960","2.63","Years 1960-1969","I Got What I Wanted","Brook Benton"
"1960","3.33","Years 1960-1969","The April Fools","Dionne Warwick"
"1960","2.96","Years 1960-1969","Can I Change My Mind","Tyrone Davis"
"1960","2.71","Years 1960-1969","Hotel Happiness","Brook Benton"
